NO,PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,PA,SUNTIK,PIL,KONDOM,IMPLAN,IUD,VASEKTOMI,TUBEKTOMI,MAL,KB MODERN,KB TRADISIONAL,BULAN
634,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEKBO,337,159,70,4,101,1,0,0,0,335,2,JANUARI
635,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PANGALLOANG,222,54,52,2,100,8,0,2,0,218,4,JANUARI
636,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SINABATTA,102,55,29,0,9,4,0,1,0,98,4,JANUARI
637,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,459,240,88,5,100,5,1,17,1,457,2,JANUARI
638,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,322,128,73,0,95,5,0,20,0,321,1,JANUARI
639,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,122,48,20,2,47,3,1,1,0,122,0,JANUARI
640,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KADAILA,134,38,23,4,65,2,0,2,0,134,0,JANUARI
641,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAYU CALLA,57,15,10,1,30,1,0,0,0,57,0,JANUARI
642,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,96,24,11,9,45,0,0,7,0,96,0,JANUARI
643,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,214,99,57,0,48,4,0,6,0,214,0,JANUARI
644,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,74,25,27,0,18,0,0,1,0,71,3,JANUARI
645,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,183,105,32,1,23,6,1,12,0,180,3,JANUARI
646,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,149,74,32,1,32,0,0,10,0,149,0,JANUARI
647,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,54,23,11,1,15,1,2,1,0,54,0,JANUARI
638,SULAWESI BARAT,POLEWALI MANDAR,ALLU,PETOOSANG,78,25,19,7,13,3,0,9,0,76,2,FEBRUARI
639,SULAWESI BARAT,POLEWALI MANDAR,ALLU,MOMBI,135,59,29,4,32,0,4,6,0,134,1,FEBRUARI
640,SULAWESI BARAT,POLEWALI MANDAR,ALLU,KALUMAMMANG,90,27,39,0,18,0,0,6,0,90,0,FEBRUARI
641,SULAWESI BARAT,POLEWALI MANDAR,ALLU,PAO-PAO,199,84,58,1,55,0,0,1,0,199,0,FEBRUARI
642,SULAWESI BARAT,POLEWALI MANDAR,ALLU,PUPPU URING,211,81,84,2,25,0,1,1,1,195,16,FEBRUARI
643,SULAWESI BARAT,POLEWALI MANDAR,ALLU,SARAGIAN,117,64,15,6,23,0,0,8,0,116,1,FEBRUARI
644,SULAWESI BARAT,POLEWALI MANDAR,ALLU,SAYOANG,53,27,18,0,5,1,0,2,0,53,0,FEBRUARI
645,SULAWESI BARAT,POLEWALI MANDAR,ALLU,ALU,123,49,42,9,20,1,0,2,0,123,0,FEBRUARI
646,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,146,73,51,6,6,5,0,5,0,146,0,FEBRUARI
647,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO,143,70,28,1,13,19,3,6,0,140,3,FEBRUARI
648,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,ULIDANG,176,98,31,3,20,8,2,14,0,176,0,FEBRUARI
649,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,203,119,55,2,5,3,1,18,0,203,0,FEBRUARI
650,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO UTARA,182,88,41,7,11,25,0,9,1,182,0,FEBRUARI
651,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,MANYAMBA,168,106,32,1,19,5,0,4,0,167,1,FEBRUARI
652,SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,AWO,130,78,16,0,6,9,6,11,0,126,4,FEBRUARI
653,SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,146,95,24,0,24,1,0,2,0,146,0,FEBRUARI
654,SULAWESI BARAT,MAJENE,ULUMANDA,SAMBABO,96,51,19,2,22,0,0,0,0,94,2,FEBRUARI
655,SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,124,63,42,4,7,2,0,5,0,123,1,FEBRUARI
656,SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,158,53,79,3,10,5,1,7,0,158,0,FEBRUARI
657,SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,117,89,15,1,10,0,0,2,0,117,0,FEBRUARI
658,SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,75,59,16,0,0,0,0,0,0,75,0,FEBRUARI
659,SULAWESI BARAT,MAJENE,ULUMANDA,SULAI,129,56,49,4,16,0,0,3,0,128,1,FEBRUARI
660,SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,104,53,36,3,8,2,0,0,0,102,2,FEBRUARI
661,SULAWESI BARAT,MAMUJU,PAPALANG,TOABO,654,289,149,4,199,8,0,3,1,653,1,FEBRUARI
662,SULAWESI BARAT,MAMUJU,PAPALANG,PAPALANG,669,321,156,5,139,2,0,5,0,628,41,FEBRUARI
663,SULAWESI BARAT,MAMUJU,PAPALANG,BONDA,314,177,89,1,44,0,0,2,0,313,1,FEBRUARI
664,SULAWESI BARAT,MAMUJU,PAPALANG,TOPORE,196,107,40,7,33,1,0,2,0,190,6,FEBRUARI
665,SULAWESI BARAT,MAMUJU,PAPALANG,SALUKAYU,258,130,91,0,29,2,0,6,0,258,0,FEBRUARI
666,SULAWESI BARAT,MAMUJU,PAPALANG,SUKADAMAI,113,61,35,1,12,0,0,4,0,113,0,FEBRUARI
667,SULAWESI BARAT,MAMUJU,PAPALANG,BODA-BODA,167,93,49,1,22,0,0,1,0,166,1,FEBRUARI
668,SULAWESI BARAT,MAMUJU,PAPALANG,SISANGO,108,28,69,0,6,3,0,1,0,107,1,FEBRUARI
669,SULAWESI BARAT,MAMUJU,PAPALANG,BATU AMPA,166,60,80,8,17,0,0,1,0,166,0,FEBRUARI
670,SULAWESI BARAT,MAMUJU,SAMPAGA,BUNDE,516,252,130,3,125,1,0,5,0,516,0,FEBRUARI
671,SULAWESI BARAT,MAMUJU,SAMPAGA,KALONDING,455,186,185,6,70,4,0,3,0,454,1,FEBRUARI
672,SULAWESI BARAT,MAMUJU,SAMPAGA,TARAILU,265,118,81,1,53,5,0,7,0,265,0,FEBRUARI
673,SULAWESI BARAT,MAMUJU,SAMPAGA,SAMPAGA,188,89,64,5,25,2,0,2,1,188,0,FEBRUARI
674,SULAWESI BARAT,MAMUJU,SAMPAGA,TANAMBUAH,73,26,24,1,20,0,0,2,0,73,0,FEBRUARI
675,SULAWESI BARAT,MAMUJU,SAMPAGA,SALUBARANA,79,39,21,1,15,0,0,3,0,79,0,FEBRUARI
676,SULAWESI BARAT,MAMUJU,SAMPAGA,LOSSO,127,54,22,1,49,0,0,0,0,126,1,FEBRUARI
677,SULAWESI BARAT,MAMUJU,KALUMPANG,KALUMPANG,52,26,14,0,6,0,0,2,0,48,4,FEBRUARI
678,SULAWESI BARAT,MAMUJU,KALUMPANG,KARATAUN,177,112,27,0,35,0,0,1,0,175,2,FEBRUARI
679,SULAWESI BARAT,MAMUJU,KALUMPANG,KARAMA,122,52,48,0,21,0,0,1,0,122,0,FEBRUARI
680,SULAWESI BARAT,MAMUJU,KALUMPANG,SIRAUN,103,60,23,0,18,0,0,0,1,102,1,FEBRUARI
681,SULAWESI BARAT,MAMUJU,KALUMPANG,TUMOGA,76,35,13,0,20,0,0,0,0,68,8,FEBRUARI
682,SULAWESI BARAT,MAMUJU,KALUMPANG,SALUMAKKI,98,68,18,0,10,0,0,0,0,96,2,FEBRUARI
683,SULAWESI BARAT,MAMUJU,KALUMPANG,POLIO,62,30,24,0,7,0,0,0,1,62,0,FEBRUARI
684,SULAWESI BARAT,MAMUJU,KALUMPANG,LIMBONG,92,26,15,0,49,1,0,1,0,92,0,FEBRUARI
685,SULAWESI BARAT,MAMUJU,KALUMPANG,SANDAPANG,93,27,4,0,61,0,0,0,0,92,1,FEBRUARI
686,SULAWESI BARAT,MAMUJU,KALUMPANG,KONDO BULO,88,54,25,0,7,0,0,1,0,87,1,FEBRUARI
687,SULAWESI BARAT,MAMUJU,KALUMPANG,MAKKALIKI,69,34,18,0,17,0,0,0,0,69,0,FEBRUARI
688,SULAWESI BARAT,MAMUJU,KALUMPANG,BATU MAKKADA,83,37,38,0,7,0,0,0,0,82,1,FEBRUARI
689,SULAWESI BARAT,MAMUJU,KALUMPANG,LASA',117,74,26,0,13,0,0,0,1,114,3,FEBRUARI
690,SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,339,108,62,21,113,8,14,10,0,336,3,FEBRUARI
691,SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO,93,19,14,36,8,11,1,4,0,93,0,FEBRUARI
692,SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG UTARA,98,23,24,1,33,11,4,2,0,98,0,FEBRUARI
693,SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO SELATAN,97,38,16,1,25,11,2,4,0,97,0,FEBRUARI
694,SULAWESI BARAT,MAJENE,TUBO SENDANA,BONDE BONDE,96,21,14,11,23,16,6,5,0,96,0,FEBRUARI
695,SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO TENGAH,101,25,31,4,14,17,1,9,0,101,0,FEBRUARI
696,SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO POANG,95,43,28,9,10,1,0,4,0,95,0,FEBRUARI
697,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BAURUNG,512,225,74,34,157,11,1,8,1,511,1,FEBRUARI
698,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA,192,51,26,40,39,14,0,8,0,178,14,FEBRUARI
699,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA DHUA,174,63,34,37,36,2,0,1,0,173,1,FEBRUARI
700,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG,280,59,56,33,101,17,1,13,0,280,0,FEBRUARI
701,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE,131,29,39,21,29,4,0,4,0,126,5,FEBRUARI
702,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LEMBANG,694,285,155,116,103,24,0,11,0,694,0,FEBRUARI
703,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG UTARA,316,89,80,20,64,36,1,24,0,314,2,FEBRUARI
704,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE TIMUR,113,49,9,5,30,9,0,11,0,113,0,FEBRUARI
705,SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BUTTU BARUGA,91,24,19,4,42,0,0,1,0,90,1,FEBRUARI
706,SULAWESI BARAT,MAJENE,MALUNDA,MALUNDA,142,47,40,15,21,11,3,5,0,142,0,FEBRUARI
707,SULAWESI BARAT,MAJENE,MALUNDA,LAMUNGANG BATU,137,47,50,2,21,5,0,11,0,136,1,FEBRUARI
708,SULAWESI BARAT,MAJENE,MALUNDA,BAMBANGAN,165,87,47,2,26,2,0,1,0,165,0,FEBRUARI
709,SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG,103,48,28,2,21,2,0,2,0,103,0,FEBRUARI
710,SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG,230,68,101,7,29,5,0,19,0,229,1,FEBRUARI
711,SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA,202,102,25,6,55,2,0,6,0,196,6,FEBRUARI
712,SULAWESI BARAT,MAJENE,MALUNDA,MALIAYA,168,77,35,9,39,2,0,6,0,168,0,FEBRUARI
713,SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG TIMUR,160,99,54,1,5,1,0,0,0,160,0,FEBRUARI
714,SULAWESI BARAT,MAJENE,MALUNDA,SALUTAHONGAN,98,59,28,0,8,1,0,1,0,97,1,FEBRUARI
715,SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG TIMUR,96,19,28,7,4,19,0,19,0,96,0,FEBRUARI
716,SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA SELATAN,129,47,29,5,34,6,0,6,2,129,0,FEBRUARI
717,SULAWESI BARAT,MAJENE,MALUNDA,KAYUANGIN,190,88,43,15,15,12,0,13,0,186,4,FEBRUARI
718,SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,157,30,30,29,46,10,0,10,1,156,1,FEBRUARI
719,SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,143,29,22,1,67,10,0,14,0,143,0,FEBRUARI
720,SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG,100,22,5,1,63,4,0,5,0,100,0,FEBRUARI
721,SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO,194,98,29,9,48,5,1,4,0,194,0,FEBRUARI
722,SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,252,153,59,2,13,9,0,14,0,250,2,FEBRUARI
723,SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,107,59,17,2,27,1,0,1,0,107,0,FEBRUARI
724,SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,59,14,14,5,21,3,0,2,0,59,0,FEBRUARI
725,SULAWESI BARAT,MAJENE,PAMBOANG,BONDE UTARA,361,234,41,4,40,10,2,15,0,346,15,FEBRUARI
726,SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO UTARA,115,51,28,12,14,3,0,7,0,115,0,FEBRUARI
727,SULAWESI BARAT,MAJENE,PAMBOANG,BUTTU PAMBOANG,108,49,21,3,24,6,0,5,0,108,0,FEBRUARI
728,SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,112,35,38,0,30,6,0,3,0,112,0,FEBRUARI
729,SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,96,38,7,2,41,0,1,5,0,94,2,FEBRUARI
730,SULAWESI BARAT,MAJENE,PAMBOANG,TINAMBUNG,177,40,43,17,48,6,0,23,0,177,0,FEBRUARI
731,SULAWESI BARAT,MAJENE,PAMBOANG,PESULOANG,116,39,16,14,34,1,3,9,0,116,0,FEBRUARI
732,SULAWESI BARAT,MAJENE,PAMBOANG,BALOMBONG,118,34,16,3,55,7,0,3,0,118,0,FEBRUARI
733,SULAWESI BARAT,MAJENE,SENDANA,MOSSO,331,153,85,4,58,18,1,10,1,330,1,FEBRUARI
734,SULAWESI BARAT,MAJENE,SENDANA,MOSSO DHUA,100,35,21,8,11,11,2,5,0,93,7,FEBRUARI
735,SULAWESI BARAT,MAJENE,SENDANA,TOTOLISI SENDANA,122,42,40,5,17,8,1,7,0,120,2,FEBRUARI
736,SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA,133,47,30,9,10,19,1,7,0,123,10,FEBRUARI
737,SULAWESI BARAT,MAJENE,SENDANA,LALATEDZONG,100,32,18,7,19,17,0,5,1,99,1,FEBRUARI
738,SULAWESI BARAT,MAJENE,SENDANA,BINANGA,71,32,13,7,10,6,1,2,0,71,0,FEBRUARI
739,SULAWESI BARAT,MAJENE,SENDANA,PUTTADA,78,43,22,0,10,1,1,1,0,78,0,FEBRUARI
740,SULAWESI BARAT,MAJENE,SENDANA,PAMINGGALAN,48,37,11,0,0,0,0,0,0,48,0,FEBRUARI
741,SULAWESI BARAT,MAJENE,SENDANA,LEPPANGANG,64,33,18,0,7,2,0,4,0,64,0,FEBRUARI
742,SULAWESI BARAT,MAJENE,SENDANA,PUNDAU,66,6,26,6,21,5,0,2,0,66,0,FEBRUARI
743,SULAWESI BARAT,MAJENE,SENDANA,SENDANA,80,38,26,1,0,7,1,7,0,80,0,FEBRUARI
744,SULAWESI BARAT,MAJENE,SENDANA,BANUA SENDANA,103,64,10,4,1,19,0,5,0,103,0,FEBRUARI
745,SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA UTARA,167,76,51,3,7,26,0,4,0,167,0,FEBRUARI
746,SULAWESI BARAT,MAJENE,SENDANA,LIMBORO RAMBU-RAMBU,99,23,33,3,34,4,0,0,0,97,2,FEBRUARI
747,SULAWESI BARAT,MAJENE,SENDANA,LIMBUA,95,36,21,2,20,13,0,3,0,95,0,FEBRUARI
748,SULAWESI BARAT,MAJENE,SENDANA,BUKIT SAMANG,124,37,25,9,24,19,4,6,0,124,0,FEBRUARI
749,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,1551,661,408,30,148,227,24,48,0,1546,5,FEBRUARI
750,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,187,65,36,2,43,27,0,14,0,187,0,FEBRUARI
751,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PAKAVA,399,219,106,4,64,4,0,2,0,399,0,FEBRUARI
752,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,327,169,46,4,78,20,0,10,0,327,0,FEBRUARI
753,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,432,204,78,7,80,39,0,13,0,421,11,FEBRUARI
754,SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,586,339,82,4,106,21,0,26,0,578,8,FEBRUARI
755,SULAWESI BARAT,PASANGKAYU,LARIANG,PARABU,141,31,24,8,39,22,0,9,0,133,8,FEBRUARI
756,SULAWESI BARAT,PASANGKAYU,LARIANG,KENANGAN,54,13,5,2,20,7,0,5,0,52,2,FEBRUARI
757,SULAWESI BARAT,PASANGKAYU,LARIANG,BAJAWALI,130,28,24,1,54,11,0,12,0,130,0,FEBRUARI
758,SULAWESI BARAT,PASANGKAYU,LARIANG,SINGGANI,192,73,60,1,38,9,0,7,0,188,4,FEBRUARI
759,SULAWESI BARAT,PASANGKAYU,LARIANG,KULU,110,37,33,0,29,9,0,1,0,109,1,FEBRUARI
760,SULAWESI BARAT,PASANGKAYU,LARIANG,BATU MATORU,93,32,19,0,24,8,0,10,0,93,0,FEBRUARI
761,SULAWESI BARAT,PASANGKAYU,LARIANG,BAMBAKORO,160,53,40,2,46,11,0,8,0,160,0,FEBRUARI
762,SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,432,244,65,5,79,23,1,6,0,423,9,FEBRUARI
763,SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,303,130,80,0,72,7,0,14,0,303,0,FEBRUARI
764,SULAWESI BARAT,PASANGKAYU,DAPURANG,TIRTABUANA,148,86,15,2,38,2,0,5,0,148,0,FEBRUARI
765,SULAWESI BARAT,PASANGKAYU,DAPURANG,BULU BONGGU,261,72,52,3,119,6,0,4,0,256,5,FEBRUARI
766,SULAWESI BARAT,PASANGKAYU,DAPURANG,SARASA,191,103,57,1,20,6,0,4,0,191,0,FEBRUARI
767,SULAWESI BARAT,PASANGKAYU,DURIPOKU,TAMMARUNANG,223,88,45,15,56,6,0,13,0,223,0,FEBRUARI
768,SULAWESI BARAT,PASANGKAYU,DURIPOKU,SAPTANAJAYA,202,109,40,1,38,9,0,5,0,202,0,FEBRUARI
769,SULAWESI BARAT,PASANGKAYU,DURIPOKU,TARANGGI,96,17,21,5,43,8,0,2,0,96,0,FEBRUARI
770,SULAWESI BARAT,PASANGKAYU,DURIPOKU,SIPAKAINGA,76,38,23,1,11,2,0,1,0,76,0,FEBRUARI
771,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,401,194,73,4,79,25,0,24,0,399,2,FEBRUARI
772,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,POLEWALI,449,162,147,3,89,31,0,17,0,449,0,FEBRUARI
773,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,441,150,63,3,159,18,0,36,0,429,12,FEBRUARI
774,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,PANGIANG,189,95,49,2,21,15,0,7,0,189,0,FEBRUARI
775,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,KALOLA,472,117,115,0,210,17,0,13,0,472,0,FEBRUARI
776,SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,WULAI,266,60,77,0,106,5,0,17,0,265,1,FEBRUARI
777,SULAWESI BARAT,PASANGKAYU,BAMBAIRA,BAMBAIRA,284,80,49,8,122,10,0,12,0,281,3,FEBRUARI
778,SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KASOLOANG,174,63,23,0,67,11,0,10,0,174,0,FEBRUARI
779,SULAWESI BARAT,PASANGKAYU,BAMBAIRA,TAMPAURE,246,107,52,2,61,6,0,12,0,240,6,FEBRUARI
780,SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,288,134,63,3,70,5,0,13,0,288,0,FEBRUARI
781,SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,277,94,35,2,92,39,0,14,1,277,0,FEBRUARI
782,SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,364,192,74,2,75,10,0,8,0,361,3,FEBRUARI
783,SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,574,214,134,11,119,62,0,31,0,571,3,FEBRUARI
784,SULAWESI BARAT,PASANGKAYU,BARAS,BULU PARIGI,177,76,14,2,80,4,0,1,0,177,0,FEBRUARI
785,SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,179,43,50,2,72,5,0,7,0,179,0,FEBRUARI
786,SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,303,190,31,0,70,10,0,2,0,303,0,FEBRUARI
787,SULAWESI BARAT,PASANGKAYU,BULU TABA,LILIMORI,286,109,38,7,80,33,0,19,0,286,0,FEBRUARI
788,SULAWESI BARAT,PASANGKAYU,BULU TABA,KARAVE,257,98,47,23,61,9,0,8,0,246,11,FEBRUARI
789,SULAWESI BARAT,PASANGKAYU,BULU TABA,BUKIT HARAPAN,143,59,36,0,35,9,1,3,0,143,0,FEBRUARI
790,SULAWESI BARAT,PASANGKAYU,BULU TABA,KASTABUANA,162,90,29,1,26,7,0,8,0,161,1,FEBRUARI
791,SULAWESI BARAT,PASANGKAYU,BULU TABA,SUMBER SARI,31,22,5,0,3,1,0,0,0,31,0,FEBRUARI
792,SULAWESI BARAT,PASANGKAYU,BULU TABA,LELEJAE,164,72,27,2,41,11,0,9,1,163,1,FEBRUARI
793,SULAWESI BARAT,PASANGKAYU,BULU TABA,OMPI,104,46,32,4,18,3,0,1,0,104,0,FEBRUARI
794,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,TIKKE,325,94,63,5,102,40,0,12,0,316,9,FEBRUARI
795,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,MAKMUR JAYA,487,187,125,4,122,26,0,19,1,484,3,FEBRUARI
796,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,LARIANG,475,180,91,7,162,20,0,12,0,472,3,FEBRUARI
797,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,PAJALELE,417,168,98,1,103,27,1,16,1,415,2,FEBRUARI
798,SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,JENGENG RAYA,266,99,56,10,73,21,0,7,0,266,0,FEBRUARI
799,SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,392,224,62,1,75,13,1,14,0,390,2,FEBRUARI
800,SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,308,99,49,14,97,31,0,18,0,308,0,FEBRUARI
801,SULAWESI BARAT,PASANGKAYU,SARUDU,KUMASARI,262,128,42,5,69,10,0,6,1,261,1,FEBRUARI
802,SULAWESI BARAT,PASANGKAYU,SARUDU,PATIKA,69,23,18,1,12,3,0,5,0,62,7,FEBRUARI
803,SULAWESI BARAT,PASANGKAYU,SARUDU,DODA,292,138,68,2,76,5,0,3,0,292,0,FEBRUARI
804,SULAWESI BARAT,PASANGKAYU,PEDONGGA,MALEI,229,109,67,1,37,13,0,2,0,229,0,FEBRUARI
805,SULAWESI BARAT,PASANGKAYU,PEDONGGA,PEDANDA,197,52,50,3,80,5,0,6,0,196,1,FEBRUARI
806,SULAWESI BARAT,PASANGKAYU,PEDONGGA,BATU OGE,150,61,30,1,50,7,0,1,0,150,0,FEBRUARI
807,SULAWESI BARAT,PASANGKAYU,PEDONGGA,MARTASARI,576,226,64,6,245,23,0,10,0,574,2,FEBRUARI
808,SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA BALAKANG,123,63,47,3,9,0,0,0,0,122,1,FEBRUARI
809,SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA-BALAKANG TIMUR,98,24,71,2,0,0,1,0,0,98,0,FEBRUARI
810,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,DUNGKAIT,246,105,94,5,34,3,1,2,0,244,2,FEBRUARI
811,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LEBANI,114,40,49,0,8,0,0,5,2,104,10,FEBRUARI
812,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LABUANG RANO,223,113,83,0,10,4,0,2,0,212,11,FEBRUARI
813,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PASABU,166,49,69,7,15,8,0,12,2,162,4,FEBRUARI
814,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,TANETE PAO,43,31,10,0,1,0,0,0,0,42,1,FEBRUARI
815,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PANGASAAN,59,24,23,2,7,2,0,0,0,58,1,FEBRUARI
816,SULAWESI BARAT,MAMUJU,TAPALANG BARAT,AHU,172,92,60,2,8,0,0,2,0,164,8,FEBRUARI
817,SULAWESI BARAT,MAMUJU,SIMBORO,SIMBORO,1541,620,178,68,163,249,1,62,5,1346,195,FEBRUARI
818,SULAWESI BARAT,MAMUJU,SIMBORO,RANGAS,573,182,155,22,123,18,3,10,0,513,60,FEBRUARI
819,SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG,185,111,36,1,21,3,0,12,0,184,1,FEBRUARI
820,SULAWESI BARAT,MAMUJU,SIMBORO,SALETTO,291,133,81,4,44,7,1,21,0,291,0,FEBRUARI
821,SULAWESI BARAT,MAMUJU,SIMBORO,SUMARE,224,104,81,2,26,10,0,1,0,224,0,FEBRUARI
822,SULAWESI BARAT,MAMUJU,SIMBORO,BOTTENG UTARA,353,145,85,1,100,4,1,0,0,336,17,FEBRUARI
823,SULAWESI BARAT,MAMUJU,SIMBORO,TAPANDULLU,44,27,0,0,13,0,2,2,0,44,0,FEBRUARI
824,SULAWESI BARAT,MAMUJU,SIMBORO,PATI'DI,188,106,42,2,34,1,0,3,0,188,0,FEBRUARI
825,SULAWESI BARAT,MAMUJU,TOMMO,TOMMO,351,132,83,0,122,5,0,9,0,351,0,FEBRUARI
826,SULAWESI BARAT,MAMUJU,TOMMO,CAMPALOGA,306,91,131,10,63,7,0,0,0,302,4,FEBRUARI
827,SULAWESI BARAT,MAMUJU,TOMMO,BUANA SAKTI,217,82,49,1,84,1,0,0,0,217,0,FEBRUARI
828,SULAWESI BARAT,MAMUJU,TOMMO,TAMEMONGGA,242,89,114,0,35,1,0,3,0,242,0,FEBRUARI
829,SULAWESI BARAT,MAMUJU,TOMMO,TAMEJARRA,191,70,46,5,52,6,1,11,0,191,0,FEBRUARI
830,SULAWESI BARAT,MAMUJU,TOMMO,RANTEMARIO,165,65,69,3,17,6,0,5,0,165,0,FEBRUARI
831,SULAWESI BARAT,MAMUJU,TOMMO,MALINO,76,40,19,8,5,1,0,2,0,75,1,FEBRUARI
