NO,PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,PA,SUNTIK,PIL,KONDOM,IMPLAN,IUD,VASEKTOMI,TUBEKTOMI,MAL,KB MODERN,KB TRADISIONAL,BULAN
1243,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PONTANAKAYANG,347,215,26,11,84,5,0,0,1,342,5,FEBRUARI
1244,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALOGATTA,535,192,93,13,201,11,0,7,0,517,18,FEBRUARI
1245,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,KIRE,196,67,38,3,85,1,0,2,0,196,0,FEBRUARI
1246,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,TINALI,246,116,43,0,77,3,0,7,0,246,0,FEBRUARI
1247,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,SALUMANURUNG,153,74,42,3,26,2,0,6,0,153,0,FEBRUARI
1248,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,PASAPA,177,83,52,1,28,0,0,8,0,172,5,FEBRUARI
1249,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BOJO,255,108,61,1,76,6,0,3,0,255,0,FEBRUARI
1250,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,BARAKKANG,112,54,18,4,34,1,0,1,0,112,0,FEBRUARI
1251,SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,LEMBAH HADA,66,29,11,0,23,1,0,2,0,66,0,FEBRUARI
1252,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,337,137,73,13,91,11,0,10,1,336,1,FEBRUARI
1253,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOBAJA,375,211,50,12,86,7,0,9,0,375,0,FEBRUARI
1254,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,1336,577,285,20,326,36,3,26,1,1274,62,FEBRUARI
1255,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,PALONGAAN,283,105,85,4,73,2,0,13,0,282,1,FEBRUARI
1256,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,728,167,235,5,265,24,1,21,0,718,10,FEBRUARI
1257,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BAMBADARU,195,65,54,9,59,1,1,6,0,195,0,FEBRUARI
1258,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SEJATI,153,89,26,4,27,2,0,5,0,153,0,FEBRUARI
1259,SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOADAK,259,118,10,1,109,11,0,7,0,256,3,FEBRUARI
1260,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BUDONG-BUDONG,256,105,70,6,48,6,0,11,0,246,10,FEBRUARI
1261,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TOPOYO,942,316,232,14,181,58,0,24,0,825,117,FEBRUARI
1262,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TUMBU,343,162,69,4,80,18,0,10,0,343,0,FEBRUARI
1263,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,KABUBU,275,85,49,17,106,12,1,4,0,274,1,FEBRUARI
1264,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,WAEPUTEH,271,140,28,12,77,6,0,4,0,267,4,FEBRUARI
1265,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TANGKOU,140,74,26,0,31,4,0,3,2,140,0,FEBRUARI
1266,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,449,158,99,16,106,6,1,9,1,396,53,FEBRUARI
1267,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PARAILI,194,102,38,2,32,15,2,3,0,194,0,FEBRUARI
1268,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,480,145,63,10,250,8,0,2,1,479,1,FEBRUARI
1269,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG IV,62,41,2,0,17,0,0,1,0,61,1,FEBRUARI
1270,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TAPPILINA,153,48,35,11,39,13,0,7,0,153,0,FEBRUARI
1271,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BAMBAMANURUNG,153,66,11,4,67,4,0,0,1,153,0,FEBRUARI
1272,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEKBO,391,164,85,5,133,2,0,1,0,390,1,FEBRUARI
1273,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PANGALLOANG,251,79,50,2,111,6,0,2,0,250,1,FEBRUARI
1274,SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SINABATTA,120,60,37,2,12,5,0,0,0,116,4,FEBRUARI
1275,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,619,308,111,5,165,13,1,15,1,619,0,FEBRUARI
1276,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,421,163,109,8,110,8,2,21,0,421,0,FEBRUARI
1277,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,118,34,11,0,65,4,1,3,0,118,0,FEBRUARI
1278,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KADAILA,157,52,27,3,72,2,0,1,0,157,0,FEBRUARI
1279,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAYU CALLA,78,31,15,3,28,1,0,0,0,78,0,FEBRUARI
1280,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,125,29,13,11,64,1,0,7,0,125,0,FEBRUARI
1281,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,260,124,58,0,62,8,0,6,0,258,2,FEBRUARI
1282,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,115,46,35,2,27,1,0,1,0,112,3,FEBRUARI
1283,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,280,147,72,0,43,6,0,11,0,279,1,FEBRUARI
1284,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,160,86,28,1,35,0,0,10,0,160,0,FEBRUARI
1285,SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,148,48,35,1,56,1,4,3,0,148,0,FEBRUARI
